Data Number,Hour,Minute,Seconds,Data Value
1,10,53,23,37.34
2,10,53,23,42.72
3,10,53,23,105.66
4,10,53,23,115.51
5,10,53,23,124.08
6,10,53,23,2326.41
7,10,53,24,2326.48
8,10,53,24,52.51
9,10,53,24,50.47
10,10,53,24,124.78
11,10,53,24,47.56
12,10,53,24,50.47
13,10,53,24,45.05
14,10,53,25,41.91
15,10,53,25,41.16
16,10,53,25,125.66
17,10,53,25,38.18
18,10,53,25,35.62
19,10,53,25,36.34
20,10,53,25,2327.27
21,10,53,25,15.26
22,10,53,26,16.19
23,10,53,26,2218.18
24,10,53,26,2326.88
25,10,53,26,2326.71
26,10,53,26,2326.84
27,10,53,27,2326.17
28,10,53,27,2326.47
29,10,53,27,2326.45
30,10,53,27,147.94
31,10,53,28,2326.69
32,10,53,28,2325.66
33,10,53,28,2326.05
34,10,53,28,2326.45
35,10,53,29,2326.84
36,10,53,29,176.46
37,10,53,29,2326.55
38,10,53,29,2326.84
39,10,53,29,2326.16
40,10,53,30,178.19
41,10,53,30,2326.35
42,10,53,30,177.76
43,10,53,30,2326.04
44,10,53,30,2326.71
45,10,53,31,2326.55
46,10,53,31,178.17
47,10,53,31,2326.53
48,10,53,31,2326.43
49,10,53,31,177.78
50,10,53,32,2326.55
51,10,53,32,2326.77
52,10,53,32,178.63
53,10,53,32,2326.69
54,10,53,32,176.51
55,10,53,33,2326.16
56,10,53,33,178.65
57,10,53,33,176.51
58,10,53,33,2326.40
59,10,53,33,176.95
60,10,53,33,2327.08
61,10,53,34,179.11
62,10,53,34,2326.72
63,10,53,34,2326.19
64,10,53,34,177.83
65,10,53,34,179.53
66,10,53,35,179.08
67,10,53,35,2326.79
68,10,53,35,2326.29
69,10,53,35,2326.91
70,10,53,35,2326.29
71,10,53,36,176.56
72,10,53,36,2326.88
73,10,53,36,179.03
74,10,53,36,2326.47
75,10,53,36,2326.65
76,10,53,37,2326.57
77,10,53,37,2326.95
78,10,53,37,2326.50
79,10,53,37,2326.53
80,10,53,38,2326.26
81,10,53,38,2326.57
82,10,53,38,2326.45
83,10,53,38,178.26
84,10,53,39,178.67
85,10,53,39,2325.73
86,10,53,39,2326.26
87,10,53,39,2326.53
88,10,53,39,2326.21
89,10,53,40,2326.36
90,10,53,40,2326.04
91,10,53,40,2325.95
92,10,53,40,2326.52
93,10,53,41,2327.20
94,10,53,41,177.42
95,10,53,41,178.31
96,10,53,41,176.87
97,10,53,41,176.54
98,10,53,41,177.42
99,10,53,41,2326.72
100,10,53,42,2326.48
101,10,53,42,2326.33
102,10,53,42,2325.85
103,10,53,42,2326.07
104,10,53,43,2325.88
105,10,53,43,2326.47
106,10,53,43,2326.47
107,10,53,43,2326.29
108,10,53,44,2326.43
109,10,53,44,2325.95
110,10,53,44,2326.50
111,10,53,44,179.08
112,10,53,45,176.61
113,10,53,45,2326.02
114,10,53,45,2325.78
115,10,53,45,177.06
116,10,53,45,2326.02
117,10,53,46,2326.31
118,10,53,46,2325.78
119,10,53,46,177.81
120,10,53,46,2326.09
121,10,53,46,2326.48
122,10,53,47,177.40
123,10,53,47,177.50
124,10,53,47,176.97
125,10,53,47,176.65
126,10,53,47,177.07
127,10,53,47,177.95
128,10,53,47,2326.36
129,10,53,48,177.52
130,10,53,48,2325.87
131,10,53,48,2326.16
132,10,53,48,2326.69
133,10,53,48,2325.99
134,10,53,49,2326.07
135,10,53,49,2327.31
136,10,53,49,2326.64
