Data Number,Hour,Minute,Seconds,Data Value
1,10,44,27,2337.27
2,10,44,27,2233.72
3,10,44,27,176.28
4,10,44,27,2331.46
5,10,44,27,175.82
6,10,44,28,127.68
7,10,44,28,2331.05
8,10,44,28,2331.13
9,10,44,28,2331.30
10,10,44,28,2330.98
11,10,44,29,177.13
12,10,44,29,175.84
13,10,44,29,127.72
14,10,44,29,128.13
15,10,44,29,2331.65
16,10,44,29,2331.70
17,10,44,30,2332.02
18,10,44,30,2331.77
19,10,44,30,2332.06
20,10,44,30,177.13
21,10,44,31,177.95
22,10,44,31,128.11
23,10,44,31,2330.96
24,10,44,31,2331.18
25,10,44,31,2330.87
26,10,44,31,2331.51
27,10,44,32,2331.78
28,10,44,32,2331.20
29,10,44,32,176.25
30,10,44,32,178.39
31,10,44,32,176.70
32,10,44,33,177.97
33,10,44,33,178.72
34,10,44,33,213.62
35,10,44,33,185.82
36,10,44,33,185.77
37,10,44,33,127.63
38,10,44,33,125.14
39,10,44,33,122.97
40,10,44,34,107.44
41,10,44,34,97.88
42,10,44,34,24.76
43,10,44,34,13.53
44,10,44,34,11.44
45,10,44,34,10.67
46,10,44,34,9.91
47,10,44,34,77.42
48,10,44,34,91.99
49,10,44,35,125.56
50,10,44,35,124.77
51,10,44,35,175.80
52,10,44,35,2331.66
53,10,44,35,177.06
54,10,44,35,2331.59
55,10,44,36,176.18
56,10,44,36,127.24
57,10,44,36,177.04
58,10,44,36,2332.25
59,10,44,36,176.23
60,10,44,36,127.24
61,10,44,36,176.63
62,10,44,37,177.09
63,10,44,37,2331.77
64,10,44,37,2331.35
65,10,44,37,2331.27
66,10,44,37,2332.18
67,10,44,38,176.20
68,10,44,38,126.81
69,10,44,38,127.96
70,10,44,38,126.77
71,10,44,38,129.35
72,10,44,38,176.22
73,10,44,38,127.20
74,10,44,38,2331.32
75,10,44,39,177.37
76,10,44,39,2332.07
77,10,44,39,176.65
78,10,44,39,126.24
79,10,44,39,175.36
80,10,44,39,127.54
81,10,44,40,126.81
82,10,44,40,177.49
83,10,44,40,176.65
84,10,44,40,126.76
85,10,44,40,2331.29
86,10,44,40,2331.58
87,10,44,41,176.66
88,10,44,41,2331.71
89,10,44,41,176.22
90,10,44,41,128.08
91,10,44,41,128.93
