Data Number,Hour,Minute,Seconds,Data Value
1,2,1,23,.47
2,2,1,23,8.70
3,2,1,23,8.70
4,2,1,23,9.00
5,2,1,23,8.13
6,2,1,23,9.47
7,2,1,23,9.52
8,2,1,23,9.81
9,2,1,23,9.83
10,2,1,23,8.18
11,2,1,23,9.47
12,2,1,23,7.61
13,2,1,23,8.03
14,2,1,23,8.13
15,2,1,23,7.27
16,2,1,23,8.54
17,2,1,23,7.56
18,2,1,23,7.97
19,2,1,23,9.36
20,2,1,23,9.35
21,2,1,23,8.39
22,2,1,23,9.66
23,2,1,23,8.90
24,2,1,23,8.90
25,2,1,23,8.78
26,2,1,23,8.78
27,2,1,23,8.88
28,2,1,23,8.85
29,2,1,23,8.80
30,2,1,23,9.67
31,2,1,23,8.49
32,2,1,23,8.39
33,2,1,23,9.24
34,2,1,23,8.08
35,2,1,23,8.08
36,2,1,23,8.94
37,2,1,23,8.85
38,2,1,23,7.97
39,2,1,23,8.08
40,2,1,23,8.08
41,2,1,23,7.97
42,2,1,23,8.85
43,2,1,23,8.08
44,2,1,23,8.95
45,2,1,23,9.71
46,2,1,23,7.56
47,2,1,23,7.56
48,2,1,23,8.54
49,2,1,24,8.54
50,2,1,24,8.44
51,2,1,24,8.44
52,2,1,24,9.40
53,2,1,24,9.42
54,2,1,24,8.03
55,2,1,24,8.03
56,2,1,24,9.00
57,2,1,24,10.32
58,2,1,24,9.04
59,2,1,24,8.03
60,2,1,24,2360.47
61,2,1,24,20.99
62,2,1,24,85.72
63,2,1,24,107.68
64,2,1,24,90.48
65,2,1,24,318.72
66,2,1,24,319.50
67,2,1,24,30.41
68,2,1,24,31.68
69,2,1,24,319.16
70,2,1,24,319.93
71,2,1,24,17.66
72,2,1,24,18.35
73,2,1,24,2359.41
74,2,1,24,29.79
75,2,1,24,28.61
76,2,1,24,29.67
77,2,1,24,41.64
78,2,1,24,32.84
79,2,1,24,30.54
80,2,1,24,30.39
81,2,1,24,30.60
82,2,1,24,30.30
83,2,1,24,30.03
84,2,1,24,29.94
85,2,1,24,30.75
86,2,1,24,30.24
87,2,1,25,30.54
88,2,1,25,30.49
89,2,1,25,29.77
90,2,1,25,29.58
91,2,1,25,29.41
92,2,1,25,29.72
93,2,1,25,29.76
94,2,1,25,29.24
95,2,1,25,29.45
96,2,1,25,29.53
97,2,1,25,29.46
98,2,1,25,29.79
99,2,1,25,29.89
100,2,1,25,31.47
101,2,1,25,32.05
102,2,1,25,33.17
103,2,1,25,34.73
104,2,1,25,34.75
105,2,1,25,35.11
106,2,1,25,35.98
107,2,1,25,37.30
108,2,1,25,37.73
109,2,1,25,39.03
110,2,1,25,40.66
111,2,1,25,42.10
112,2,1,25,42.86
113,2,1,25,42.36
114,2,1,25,41.74
115,2,1,25,41.98
116,2,1,25,41.67
117,2,1,25,42.09
118,2,1,25,42.19
119,2,1,25,42.84
120,2,1,25,44.20
121,2,1,25,43.61
122,2,1,25,48.62
123,2,1,25,44.62
124,2,1,25,321.79
125,2,1,25,45.36
126,2,1,25,54.69
127,2,1,25,50.37
128,2,1,25,56.65
129,2,1,25,53.97
130,2,1,25,53.10
131,2,1,25,55.98
132,2,1,25,55.12
133,2,1,25,57.11
134,2,1,25,61.29
135,2,1,25,59.37
136,2,1,25,61.35
137,2,1,25,62.48
138,2,1,25,65.02
139,2,1,26,64.28
140,2,1,26,63.54
141,2,1,26,65.74
142,2,1,26,72.18
143,2,1,26,73.38
144,2,1,26,73.01
145,2,1,26,74.12
146,2,1,26,74.26
147,2,1,26,318.75
148,2,1,26,321.70
149,2,1,26,319.11
150,2,1,26,62.55
151,2,1,26,66.78
152,2,1,26,56.56
153,2,1,26,53.85
154,2,1,26,49.01
155,2,1,26,46.85
156,2,1,26,44.97
157,2,1,26,44.21
158,2,1,26,43.06
159,2,1,26,41.11
160,2,1,26,37.82
161,2,1,26,36.60
162,2,1,26,33.73
163,2,1,26,32.65
164,2,1,26,30.77
165,2,1,26,29.12
166,2,1,26,26.98
167,2,1,26,25.14
168,2,1,26,24.06
169,2,1,26,22.57
170,2,1,26,20.03
171,2,1,26,18.90
172,2,1,26,18.30
173,2,1,26,17.22
174,2,1,26,15.74
175,2,1,26,14.77
176,2,1,26,13.58
177,2,1,26,12.71
178,2,1,26,12.52
179,2,1,26,11.90
180,2,1,26,10.94
181,2,1,26,10.89
182,2,1,26,9.60
183,2,1,26,9.67
184,2,1,26,11.15
185,2,1,26,9.55
186,2,1,26,9.71
187,2,1,26,8.70
188,2,1,27,8.03
189,2,1,27,8.59
190,2,1,27,7.15
191,2,1,27,7.58
192,2,1,27,7.01
193,2,1,27,7.31
194,2,1,27,7.27
195,2,1,27,7.68
196,2,1,27,7.82
197,2,1,27,8.08
198,2,1,27,8.23
199,2,1,27,7.97
200,2,1,27,7.56
201,2,1,27,8.13
202,2,1,27,8.39
203,2,1,27,8.49
204,2,1,27,8.49
205,2,1,27,9.42
206,2,1,27,8.75
207,2,1,27,9.67
208,2,1,27,8.33
209,2,1,27,8.39
210,2,1,27,9.81
211,2,1,27,9.88
212,2,1,27,9.81
213,2,1,27,10.38
214,2,1,27,9.45
215,2,1,27,10.32
216,2,1,27,10.02
217,2,1,27,9.91
218,2,1,27,10.02
