Data Number,Hour,Minute,Seconds,Data Value
1,6,42,58,2249.81
2,6,42,58,2344.20
3,6,42,58,53.22
4,6,42,58,51.48
5,6,42,58,51.00
6,6,42,58,50.97
7,6,42,58,52.22
8,6,42,58,79.30
9,6,42,59,2344.40
10,6,42,59,2344.15
11,6,42,59,2344.04
12,6,42,59,2344.25
13,6,42,59,2347.35
14,6,42,59,80.88
15,6,42,59,79.61
16,6,42,59,78.89
17,6,42,59,78.79
18,6,42,59,79.71
19,6,42,59,78.36
20,6,42,59,77.95
21,6,42,59,78.02
22,6,43,0,77.50
23,6,43,0,77.88
24,6,43,0,77.60
25,6,43,0,77.88
26,6,43,0,77.88
27,6,43,0,42.41
28,6,43,0,53.04
29,6,43,0,51.76
30,6,43,0,51.76
31,6,43,0,52.60
32,6,43,0,52.15
33,6,43,0,52.17
34,6,43,0,51.74
35,6,43,0,52.58
36,6,43,0,51.72
37,6,43,0,52.58
38,6,43,0,52.15
39,6,43,0,51.30
40,6,43,0,52.58
41,6,43,0,52.58
42,6,43,0,52.58
43,6,43,0,52.58
44,6,43,0,53.01
45,6,43,0,52.58
46,6,43,0,53.03
47,6,43,0,52.17
48,6,43,0,52.19
49,6,43,0,53.04
50,6,43,0,52.63
51,6,43,0,53.92
52,6,43,0,53.51
53,6,43,0,52.65
54,6,43,0,52.22
55,6,43,0,52.67
56,6,43,0,52.67
57,6,43,0,52.26
58,6,43,0,53.10
59,6,43,0,53.11
60,6,43,0,53.95
61,6,43,0,51.40
62,6,43,0,52.68
63,6,43,0,52.26
64,6,43,1,52.68
65,6,43,1,52.68
66,6,43,1,53.10
67,6,43,1,53.10
68,6,43,1,53.08
69,6,43,1,54.37
70,6,43,1,54.37
71,6,43,1,54.37
72,6,43,1,55.63
73,6,43,1,53.95
74,6,43,1,55.63
75,6,43,1,55.22
76,6,43,1,55.22
77,6,43,1,53.95
78,6,43,1,55.65
79,6,43,1,53.54
80,6,43,1,55.24
81,6,43,1,54.38
82,6,43,1,53.97
83,6,43,1,53.56
84,6,43,1,53.54
85,6,43,1,53.54
86,6,43,1,54.42
87,6,43,1,53.99
88,6,43,1,54.01
89,6,43,1,55.27
90,6,43,1,53.99
91,6,43,1,53.99
92,6,43,1,53.13
93,6,43,1,52.29
94,6,43,1,53.13
95,6,43,1,54.31
96,6,43,1,53.56
97,6,43,1,54.42
98,6,43,1,53.13
99,6,43,1,53.11
100,6,43,1,54.40
101,6,43,1,53.56
102,6,43,1,55.69
103,6,43,1,55.70
104,6,43,2,78.24
105,6,43,2,78.80
106,6,43,2,53.18
107,6,43,2,77.95
108,6,43,2,78.24
109,6,43,2,77.91
110,6,43,2,78.36
