Data Number,Hour,Minute,Seconds,Data Value
1,10,42,6,2240.30
2,10,42,6,126.36
3,10,42,6,176.23
4,10,42,6,176.65
5,10,42,6,177.07
6,10,42,6,177.95
7,10,42,7,2334.78
8,10,42,7,2335.28
9,10,42,7,176.23
10,10,42,7,176.23
11,10,42,7,127.15
12,10,42,7,2334.99
13,10,42,8,176.63
14,10,42,8,2334.61
15,10,42,8,2335.26
16,10,42,8,2335.40
17,10,42,8,2334.75
18,10,42,9,176.23
19,10,42,9,127.27
20,10,42,9,126.41
21,10,42,9,2335.01
22,10,42,9,177.43
23,10,42,9,175.80
24,10,42,10,127.60
25,10,42,10,127.70
26,10,42,10,177.06
27,10,42,10,2334.97
28,10,42,10,2334.82
29,10,42,10,2334.99
30,10,42,11,2335.23
31,10,42,11,2334.73
32,10,42,11,177.52
33,10,42,11,2334.77
34,10,42,12,176.68
35,10,42,12,2334.51
36,10,42,12,2334.80
37,10,42,12,2334.87
38,10,42,12,2334.80
39,10,42,13,2334.80
40,10,42,13,177.45
41,10,42,13,2334.80
42,10,42,13,178.39
43,10,42,13,177.54
44,10,42,14,2334.54
45,10,42,14,2334.97
46,10,42,14,177.11
47,10,42,14,177.52
48,10,42,14,2334.92
49,10,42,15,2334.92
50,10,42,15,176.25
51,10,42,15,2334.96
52,10,42,15,176.66
53,10,42,15,127.15
54,10,42,15,2333.99
55,10,42,16,2334.53
56,10,42,16,2334.68
57,10,42,16,176.11
58,10,42,16,126.82
59,10,42,16,126.29
60,10,42,16,176.65
61,10,42,17,126.82
62,10,42,17,179.20
63,10,42,17,126.40
64,10,42,17,2334.94
65,10,42,17,178.36
66,10,42,17,126.82
67,10,42,17,176.66
68,10,42,18,177.52
69,10,42,18,2334.61
70,10,42,18,2334.87
71,10,42,18,177.95
72,10,42,18,2334.87
73,10,42,19,176.25
74,10,42,19,175.39
75,10,42,19,2335.01
76,10,42,19,2335.13
77,10,42,19,2334.46
78,10,42,19,211.48
79,10,42,20,197.40
80,10,42,20,175.80
81,10,42,20,172.75
82,10,42,20,158.43
83,10,42,20,147.82
84,10,42,20,128.85
85,10,42,20,136.51
86,10,42,20,116.84
87,10,42,21,107.96
88,10,42,21,101.80
89,10,42,21,98.17
90,10,42,21,74.29
91,10,42,21,61.57
92,10,42,21,47.49
93,10,42,22,37.23
94,10,42,22,32.62
95,10,42,22,2334.08
96,10,42,22,2334.06
97,10,42,22,2335.04
98,10,42,22,2334.18
99,10,42,22,2334.68
100,10,42,23,2334.72
101,10,42,23,2334.65
102,10,42,23,2334.70
103,10,42,23,177.95
104,10,42,24,2334.46
105,10,42,24,127.99
106,10,42,24,45.28
107,10,42,24,46.60
108,10,42,24,46.03
109,10,42,24,125.98
110,10,42,24,126.38
111,10,42,25,75.65
112,10,42,25,2334.44
113,10,42,25,2334.60
114,10,42,25,177.07
115,10,42,25,127.97
116,10,42,25,175.80
117,10,42,25,175.82
118,10,42,26,2334.47
119,10,42,26,2334.44
120,10,42,26,2335.16
121,10,42,26,176.25
122,10,42,27,126.82
123,10,42,27,176.23
124,10,42,27,175.80
125,10,42,27,2334.61
126,10,42,27,2334.49
127,10,42,27,2335.04
128,10,42,28,2334.42
129,10,42,28,177.11
130,10,42,28,127.58
131,10,42,28,176.66
132,10,42,28,176.68
133,10,42,28,176.66
134,10,42,28,175.72
135,10,42,29,177.95
136,10,42,29,2334.22
137,10,42,29,176.66
138,10,42,29,2334.54
139,10,42,29,177.11
140,10,42,29,2333.81
141,10,42,30,2333.77
142,10,42,30,175.38
143,10,42,30,2334.68
144,10,42,30,2334.47
145,10,42,31,2334.41
146,10,42,31,2333.98
147,10,42,31,176.23
148,10,42,31,128.09
149,10,42,31,126.40
150,10,42,31,2334.47
151,10,42,32,2334.42
152,10,42,32,2334.49
153,10,42,32,175.84
154,10,42,32,175.38
155,10,42,32,177.52
156,10,42,33,125.97
157,10,42,33,126.40
158,10,42,33,127.68
159,10,42,33,176.56
160,10,42,33,2334.65
161,10,42,33,2334.03
162,10,42,33,177.13
163,10,42,34,176.70
164,10,42,34,126.38
165,10,42,34,2334.17
166,10,42,34,178.39
167,10,42,34,2334.01
168,10,42,34,2333.69
169,10,42,35,2334.27
170,10,42,35,2333.96
171,10,42,35,2333.45
172,10,42,35,2333.99
173,10,42,36,2334.37
174,10,42,36,177.55
175,10,42,36,127.70
176,10,42,36,177.54
177,10,42,36,126.76
178,10,42,36,176.68
179,10,42,36,128.45
180,10,42,37,2334.03
181,10,42,37,2334.08
182,10,42,37,146.77
183,10,42,37,129.40
184,10,42,37,123.79
185,10,42,37,115.16
186,10,42,38,107.53
187,10,42,38,125.57
188,10,42,38,84.26
189,10,42,38,11.64
190,10,42,38,9.19
191,10,42,38,8.88
192,10,42,38,9.74
193,10,42,38,7.60
194,10,42,39,128.11
195,10,42,39,9.86
196,10,42,39,8.78
197,10,42,39,80.93
198,10,42,39,88.05
199,10,42,39,2334.41
200,10,42,39,118.73
201,10,42,39,128.90
202,10,42,40,128.52
203,10,42,40,2333.75
204,10,42,40,198.97
205,10,42,40,2334.08
206,10,42,40,178.69
207,10,42,40,176.66
208,10,42,40,127.12
209,10,42,41,2334.44
210,10,42,41,176.16
211,10,42,41,177.90
212,10,42,41,177.47
213,10,42,41,2334.35
214,10,42,41,178.33
215,10,42,42,176.94
216,10,42,42,2334.29
217,10,42,42,2334.51
218,10,42,42,2333.77
219,10,42,42,2334.11
220,10,42,43,2334.27
221,10,42,43,177.91
222,10,42,43,128.83
223,10,42,43,177.06
224,10,42,43,178.34
225,10,42,43,2334.42
226,10,42,44,2334.06
227,10,42,44,2334.22
228,10,42,44,177.91
229,10,42,44,127.94
230,10,42,44,2334.34
231,10,42,45,177.49
232,10,42,45,2334.15
233,10,42,45,2334.58
234,10,42,45,2333.82
235,10,42,46,2334.13
236,10,42,46,2333.70
237,10,42,46,2333.86
238,10,42,46,175.79
239,10,42,46,2333.84
240,10,42,47,176.66
241,10,42,47,178.36
242,10,42,47,2333.94
243,10,42,47,176.23
244,10,42,47,2334.20
245,10,42,47,2333.84
246,10,42,48,2334.53
247,10,42,48,2333.75
248,10,42,48,176.65
249,10,42,48,128.93
250,10,42,48,178.34
251,10,42,49,2333.93
252,10,42,49,177.50
253,10,42,49,2334.15
