Data Number,Hour,Minute,Seconds,Data Value
1,10,38,44,55.96
2,10,38,44,55.12
3,10,38,44,55.96
4,10,38,44,55.41
5,10,38,44,55.94
6,10,38,44,56.37
7,10,38,44,55.96
8,10,38,45,56.37
9,10,38,45,55.94
10,10,38,45,55.93
11,10,38,45,55.86
12,10,38,45,55.94
13,10,38,45,55.53
14,10,38,45,55.53
15,10,38,45,55.96
16,10,38,45,55.94
17,10,38,46,55.12
18,10,38,46,55.43
19,10,38,46,55.96
20,10,38,46,55.94
21,10,38,46,55.96
22,10,38,46,55.96
23,10,38,46,55.86
24,10,38,46,55.53
25,10,38,46,56.39
26,10,38,47,55.12
27,10,38,47,55.96
28,10,38,47,55.14
29,10,38,47,55.12
30,10,38,47,55.53
31,10,38,47,55.96
32,10,38,47,55.12
33,10,38,47,55.93
34,10,38,47,55.53
35,10,38,48,55.86
36,10,38,48,55.98
37,10,38,48,55.96
38,10,38,48,55.14
39,10,38,48,28.81
40,10,38,48,19.91
41,10,38,48,14.63
42,10,38,48,12.52
43,10,38,48,11.44
44,10,38,49,11.59
45,10,38,49,13.55
46,10,38,49,15.38
47,10,38,49,11.23
48,10,38,49,10.72
49,10,38,49,11.64
50,10,38,49,10.92
51,10,38,49,12.21
52,10,38,49,11.54
53,10,38,50,11.39
54,10,38,50,12.26
55,10,38,50,11.54
56,10,38,50,11.95
57,10,38,50,11.44
58,10,38,50,11.59
59,10,38,50,11.39
60,10,38,50,11.85
61,10,38,51,11.80
62,10,38,51,1.42
63,10,38,51,10.77
64,10,38,51,11.59
65,10,38,51,11.66
66,10,38,51,12.83
67,10,38,51,12.83
68,10,38,51,12.43
69,10,38,51,12.88
70,10,38,51,12.31
71,10,38,52,12.73
72,10,38,52,12.73
73,10,38,52,14.51
74,10,38,52,15.25
75,10,38,52,57.54
76,10,38,52,18.45
77,10,38,52,19.17
78,10,38,52,18.73
79,10,38,52,18.73
80,10,38,53,19.55
81,10,38,53,18.62
82,10,38,53,18.62
83,10,38,53,18.69
84,10,38,53,19.19
85,10,38,53,18.37
86,10,38,53,19.19
87,10,38,53,19.14
88,10,38,53,19.05
89,10,38,54,19.09
90,10,38,54,18.73
91,10,38,54,18.47
92,10,38,54,19.65
93,10,38,54,19.35
94,10,38,54,20.92
95,10,38,54,21.20
96,10,38,54,20.48
97,10,38,54,20.12
98,10,38,54,20.00
99,10,38,55,21.51
100,10,38,55,21.20
101,10,38,55,20.82
102,10,38,55,21.71
103,10,38,55,23.60
104,10,38,55,21.40
105,10,38,55,22.21
106,10,38,55,20.00
107,10,38,56,20.68
108,10,38,56,19.71
109,10,38,56,20.37
110,10,38,56,21.15
111,10,38,56,20.92
112,10,38,56,23.50
113,10,38,56,22.83
114,10,38,56,23.34
115,10,38,56,25.90
116,10,38,57,35.88
117,10,38,57,33.73
118,10,38,57,31.49
119,10,38,57,26.22
120,10,38,57,35.09
121,10,38,57,81.55
122,10,38,57,57.64
123,10,38,57,36.48
124,10,38,57,58.88
125,10,38,57,47.51
126,10,38,58,58.52
127,10,38,58,56.27
128,10,38,58,55.96
129,10,38,58,56.84
130,10,38,58,56.82
131,10,38,58,56.82
132,10,38,58,56.82
133,10,38,58,55.57
134,10,38,58,56.72
135,10,38,59,56.82
136,10,38,59,56.72
137,10,38,59,56.82
138,10,38,59,56.73
139,10,38,59,56.84
140,10,38,59,56.72
141,10,38,59,56.42
142,10,38,59,56.32
143,10,39,0,56.41
144,10,39,0,56.84
145,10,39,0,56.42
146,10,39,0,56.85
147,10,39,0,56.84
148,10,39,0,56.82
149,10,39,0,56.84
150,10,39,0,55.98
151,10,39,0,56.75
152,10,39,1,55.99
153,10,39,1,58.94
154,10,39,1,38.57
155,10,39,1,33.70
156,10,39,1,31.40
157,10,39,1,60.63
158,10,39,1,24.27
159,10,39,1,24.63
160,10,39,1,4.29
161,10,39,2,23.19
162,10,39,2,57.56
163,10,39,2,57.25
164,10,39,2,55.87
165,10,39,2,55.55
166,10,39,2,56.41
167,10,39,2,55.55
168,10,39,2,56.39
169,10,39,2,55.57
170,10,39,3,55.98
171,10,39,3,56.32
172,10,39,3,55.98
173,10,39,3,56.72
174,10,39,3,55.55
175,10,39,3,56.39
176,10,39,3,56.84
177,10,39,3,55.96
178,10,39,3,57.66
179,10,39,4,57.66
180,10,39,4,57.66
181,10,39,4,35.07
182,10,39,4,56.73
183,10,39,4,38.18
184,10,39,4,38.36
185,10,39,4,38.90
186,10,39,4,40.73
187,10,39,4,43.36
188,10,39,5,55.89
189,10,39,5,53.03
190,10,39,5,57.20
191,10,39,5,56.18
192,10,39,5,54.69
193,10,39,5,56.68
194,10,39,5,56.41
195,10,39,5,26.77
196,10,39,6,55.09
197,10,39,6,8.54
198,10,39,6,50.42
199,10,39,6,48.36
200,10,39,6,56.01
201,10,39,6,56.32
202,10,39,6,57.26
203,10,39,6,56.73
204,10,39,6,54.33
205,10,39,6,56.42
206,10,39,7,58.74
207,10,39,7,59.44
208,10,39,7,66.16
209,10,39,7,62.05
210,10,39,7,57.37
211,10,39,7,57.38
212,10,39,7,67.11
213,10,39,7,58.67
214,10,39,7,68.75
215,10,39,8,58.58
216,10,39,8,59.56
217,10,39,8,60.85
218,10,39,8,59.01
219,10,39,8,59.54
220,10,39,8,60.42
221,10,39,8,61.17
222,10,39,8,61.17
223,10,39,8,59.54
224,10,39,9,57.71
225,10,39,9,58.69
226,10,39,9,81.15
227,10,39,9,81.94
228,10,39,9,82.39
229,10,39,9,82.39
230,10,39,9,82.41
231,10,39,9,81.98
232,10,39,9,81.14
233,10,39,10,81.15
234,10,39,10,58.16
235,10,39,10,81.96
236,10,39,10,81.57
237,10,39,10,81.96
238,10,39,10,81.48
239,10,39,10,58.19
240,10,39,10,55.67
241,10,39,10,53.06
242,10,39,11,53.04
243,10,39,11,53.95
