Data Number,Hour,Minute,Seconds,Data Value
1,6,45,22,19.48
2,6,45,22,10.58
3,6,45,22,19.48
4,6,45,22,19.48
5,6,45,22,19.48
6,6,45,22,19.48
7,6,45,22,19.47
8,6,45,22,19.48
9,6,45,22,19.48
10,6,45,22,19.48
11,6,45,22,19.48
12,6,45,22,19.50
13,6,45,22,19.48
14,6,45,22,19.48
15,6,45,22,19.48
16,6,45,22,19.48
17,6,45,22,20.36
18,6,45,22,19.07
19,6,45,22,19.48
20,6,45,22,20.36
21,6,45,22,19.48
22,6,45,22,19.50
23,6,45,22,19.48
24,6,45,23,19.50
25,6,45,23,19.48
26,6,45,23,19.50
27,6,45,23,19.48
28,6,45,23,19.50
29,6,45,23,19.48
30,6,45,23,19.48
31,6,45,23,20.36
32,6,45,23,19.48
33,6,45,23,19.50
34,6,45,23,19.48
35,6,45,23,19.48
36,6,45,23,19.48
37,6,45,23,19.48
38,6,45,23,19.07
39,6,45,23,19.48
40,6,45,23,19.48
41,6,45,23,19.48
42,6,45,23,19.48
43,6,45,23,19.48
44,6,45,23,20.25
45,6,45,23,19.48
46,6,45,23,19.38
47,6,45,23,19.38
48,6,45,23,19.38
49,6,45,23,19.38
50,6,45,23,19.38
51,6,45,23,19.38
52,6,45,23,19.48
53,6,45,23,19.48
54,6,45,23,19.91
55,6,45,23,19.50
56,6,45,23,19.50
57,6,45,23,19.48
58,6,45,23,20.34
59,6,45,23,19.48
60,6,45,23,20.36
61,6,45,23,19.07
62,6,45,23,20.36
63,6,45,23,19.48
64,6,45,23,19.07
65,6,45,23,19.48
66,6,45,23,19.50
67,6,45,23,19.48
68,6,45,23,19.48
69,6,45,23,19.48
70,6,45,23,19.48
71,6,45,23,19.48
72,6,45,23,19.48
73,6,45,23,19.07
74,6,45,23,19.07
75,6,45,23,19.48
76,6,45,23,19.48
77,6,45,23,19.48
78,6,45,23,19.07
79,6,45,23,19.07
80,6,45,23,19.48
81,6,45,23,20.36
82,6,45,24,20.36
83,6,45,24,19.07
84,6,45,24,19.07
85,6,45,24,19.07
86,6,45,24,19.07
87,6,45,24,19.48
88,6,45,24,19.48
89,6,45,24,19.48
90,6,45,24,19.48
91,6,45,24,19.07
92,6,45,24,19.48
93,6,45,24,19.48
94,6,45,24,19.48
95,6,45,24,19.48
96,6,45,24,19.38
97,6,45,24,19.38
98,6,45,24,19.40
99,6,45,24,20.25
100,6,45,24,19.40
101,6,45,24,19.38
102,6,45,24,20.25
103,6,45,24,20.25
104,6,45,24,20.25
105,6,45,24,19.43
106,6,45,24,19.40
107,6,45,24,19.38
108,6,45,24,20.25
109,6,45,24,19.40
110,6,45,24,19.38
111,6,45,24,20.25
112,6,45,24,20.24
113,6,45,24,19.38
114,6,45,24,19.38
115,6,45,24,19.38
116,6,45,24,18.97
117,6,45,24,19.50
118,6,45,24,19.48
119,6,45,24,19.48
120,6,45,24,19.50
121,6,45,24,20.36
122,6,45,24,19.48
123,6,45,24,19.48
124,6,45,24,19.07
125,6,45,24,19.48
126,6,45,24,19.07
127,6,45,24,20.34
128,6,45,24,19.07
129,6,45,24,19.48
130,6,45,24,19.07
131,6,45,24,19.07
132,6,45,24,19.48
133,6,45,24,19.48
134,6,45,24,19.48
135,6,45,24,19.50
136,6,45,24,19.50
137,6,45,24,19.50
138,6,45,24,19.07
139,6,45,24,19.48
140,6,45,25,19.50
141,6,45,25,20.36
142,6,45,25,19.50
143,6,45,25,19.48
144,6,45,25,20.36
145,6,45,25,19.07
146,6,45,25,19.48
147,6,45,25,19.48
148,6,45,25,20.34
149,6,45,25,19.07
150,6,45,25,19.07
151,6,45,25,19.50
152,6,45,25,19.48
153,6,45,25,19.07
154,6,45,25,19.48
155,6,45,25,20.34
156,6,45,25,19.48
157,6,45,25,20.36
158,6,45,25,19.07
159,6,45,25,19.48
160,6,45,25,20.34
161,6,45,25,19.07
162,6,45,25,19.48
163,6,45,25,19.40
164,6,45,25,19.38
165,6,45,25,19.38
166,6,45,25,19.38
167,6,45,25,19.38
168,6,45,25,19.50
169,6,45,25,19.48
170,6,45,25,19.48
171,6,45,25,19.91
172,6,45,25,19.50
173,6,45,25,19.48
174,6,45,25,19.91
175,6,45,25,19.48
176,6,45,25,19.91
177,6,45,25,19.48
178,6,45,25,19.48
179,6,45,25,19.48
180,6,45,25,19.48
181,6,45,25,19.48
182,6,45,25,19.48
183,6,45,25,19.48
184,6,45,25,19.48
185,6,45,25,19.48
186,6,45,25,19.48
187,6,45,25,19.07
188,6,45,25,19.48
189,6,45,25,19.48
190,6,45,25,19.50
191,6,45,25,19.48
192,6,45,25,19.48
193,6,45,25,19.48
194,6,45,25,19.48
195,6,45,25,19.48
196,6,45,25,19.48
197,6,45,26,20.34
198,6,45,26,19.48
199,6,45,26,19.48
200,6,45,26,19.48
201,6,45,26,19.48
202,6,45,26,19.50
