Data Number,Hour,Minute,Seconds,Data Value
1,10,15,20,332.80
2,10,15,20,332.73
3,10,15,20,124.27
4,10,15,20,124.06
5,10,15,20,331.77
6,10,15,20,331.84
7,10,15,20,199.21
8,10,15,20,99.90
9,10,15,20,332.69
10,10,15,20,84.29
11,10,15,20,332.30
12,10,15,20,86.40
13,10,15,20,84.81
14,10,15,20,100.22
15,10,15,20,2362.79
16,10,15,20,334.03
17,10,15,20,334.46
18,10,15,20,87.04
19,10,15,20,200.05
20,10,15,20,200.07
21,10,15,20,334.32
22,10,15,20,108.58
23,10,15,20,106.66
24,10,15,20,84.60
25,10,15,20,40.17
26,10,15,20,106.54
27,10,15,20,2361.85
28,10,15,20,109.49
29,10,15,20,111.78
30,10,15,20,178.50
31,10,15,20,2360.01
32,10,15,21,2360.41
33,10,15,21,2362.74
34,10,15,21,2362.10
35,10,15,21,2362.38
36,10,15,21,2360.78
37,10,15,21,2362.57
38,10,15,21,2363.17
39,10,15,22,2362.14
40,10,15,22,2362.52
41,10,15,22,2362.00
42,10,15,22,2362.40
43,10,15,22,2362.09
44,10,15,22,2362.36
45,10,15,22,2360.27
46,10,15,23,2362.16
47,10,15,23,2362.04
48,10,15,23,105.27
49,10,15,23,2361.42
50,10,15,23,2362.55
51,10,15,23,2360.39
52,10,15,23,109.85
53,10,15,23,108.04
54,10,15,23,2361.33
55,10,15,24,109.14
56,10,15,24,2360.49
57,10,15,24,2361.57
58,10,15,24,2362.19
59,10,15,24,2359.53
60,10,15,24,2359.81
61,10,15,24,2361.91
62,10,15,24,2362.70
63,10,15,25,2361.91
64,10,15,25,2362.74
65,10,15,25,2361.81
66,10,15,25,2360.49
67,10,15,25,2361.98
68,10,15,25,2360.83
69,10,15,26,2362.05
70,10,15,26,2360.10
71,10,15,26,2362.34
72,10,15,26,2362.46
73,10,15,26,2362.07
74,10,15,26,105.73
75,10,15,26,2361.21
76,10,15,26,2362.26
77,10,15,27,2361.50
78,10,15,27,104.44
79,10,15,27,2360.41
80,10,15,27,2362.04
81,10,15,27,2362.34
82,10,15,27,2360.39
83,10,15,27,2362.00
84,10,15,27,2361.93
85,10,15,28,2362.12
86,10,15,28,2362.93
87,10,15,28,2361.88
88,10,15,28,2359.75
89,10,15,28,2361.21
90,10,15,28,103.71
91,10,15,28,2359.00
92,10,15,29,2362.26
93,10,15,29,2363.13
94,10,15,29,2361.04
95,10,15,29,2359.93
96,10,15,29,2361.04
97,10,15,29,2361.73
98,10,15,29,2363.01
99,10,15,30,2362.45
100,10,15,30,2362.46
101,10,15,30,2362.96
102,10,15,30,2362.26
103,10,15,30,2359.38
104,10,15,30,2361.90
105,10,15,31,2360.35
106,10,15,31,2362.53
107,10,15,31,2362.52
108,10,15,31,2363.22
109,10,15,31,2361.83
110,10,15,31,2360.41
111,10,15,31,2358.85
112,10,15,32,2361.78
113,10,15,32,2361.88
114,10,15,32,332.97
115,10,15,32,100.64
116,10,15,32,170.49
117,10,15,32,170.85
118,10,15,32,103.26
119,10,15,32,235.26
120,10,15,32,103.65
121,10,15,32,102.76
122,10,15,32,103.24
123,10,15,32,103.26
124,10,15,32,172.46
125,10,15,32,102.33
126,10,15,32,332.92
127,10,15,32,333.36
128,10,15,32,69.23
129,10,15,32,67.38
130,10,15,32,102.40
131,10,15,32,65.68
132,10,15,32,64.66
133,10,15,32,66.44
134,10,15,32,65.38
135,10,15,32,64.40
136,10,15,32,67.45
137,10,15,32,61.67
138,10,15,32,61.12
139,10,15,32,62.70
140,10,15,32,91.38
141,10,15,32,62.63
142,10,15,32,61.23
143,10,15,32,62.20
144,10,15,32,63.45
145,10,15,32,61.96
146,10,15,32,63.90
147,10,15,32,63.21
148,10,15,32,62.91
149,10,15,32,62.31
150,10,15,32,121.66
151,10,15,32,103.24
152,10,15,32,123.89
153,10,15,32,100.58
154,10,15,33,171.21
155,10,15,33,172.46
156,10,15,33,107.08
157,10,15,33,333.00
158,10,15,33,333.86
159,10,15,33,90.11
160,10,15,33,333.34
161,10,15,33,332.97
162,10,15,33,95.17
163,10,15,33,332.57
164,10,15,33,333.28
165,10,15,33,101.12
166,10,15,33,102.45
167,10,15,33,333.41
168,10,15,33,105.39
169,10,15,33,333.67
170,10,15,33,2362.38
171,10,15,33,336.00
172,10,15,33,84.67
173,10,15,33,333.76
174,10,15,33,85.10
175,10,15,33,85.51
176,10,15,33,85.96
177,10,15,33,85.94
178,10,15,33,86.80
179,10,15,33,101.08
180,10,15,33,86.49
181,10,15,33,333.76
182,10,15,33,85.51
183,10,15,33,333.76
184,10,15,33,233.15
185,10,15,33,336.36
186,10,15,33,105.37
187,10,15,33,334.94
188,10,15,33,337.22
189,10,15,33,335.04
190,10,15,33,101.56
191,10,15,33,2360.94
192,10,15,34,335.06
193,10,15,34,84.67
194,10,15,34,83.81
195,10,15,34,57.14
196,10,15,34,56.44
197,10,15,34,56.42
198,10,15,34,55.86
199,10,15,34,56.18
200,10,15,34,55.27
201,10,15,34,56.05
202,10,15,34,55.98
203,10,15,34,56.25
204,10,15,34,58.04
205,10,15,34,135.31
206,10,15,34,85.94
207,10,15,34,336.81
208,10,15,34,58.57
209,10,15,34,56.39
210,10,15,34,56.96
211,10,15,34,56.17
212,10,15,34,55.34
213,10,15,34,56.25
214,10,15,34,55.89
215,10,15,34,55.94
216,10,15,34,55.50
217,10,15,34,56.49
218,10,15,34,57.44
219,10,15,34,56.66
220,10,15,34,57.90
221,10,15,34,57.21
222,10,15,34,58.14
223,10,15,34,58.60
224,10,15,34,58.12
225,10,15,34,58.58
226,10,15,34,58.33
227,10,15,34,128.01
228,10,15,34,84.69
229,10,15,34,337.12
230,10,15,34,340.94
