Data Number,Hour,Minute,Seconds,Data Value
1,11,17,48,26.86
2,11,17,48,27.17
3,11,17,49,27.17
4,11,17,49,27.27
5,11,17,49,27.70
6,11,17,49,27.25
7,11,17,49,26.70
8,11,17,49,27.58
9,11,17,49,26.82
10,11,17,49,27.27
11,11,17,49,26.72
12,11,17,50,26.70
13,11,17,50,27.23
14,11,17,50,26.81
15,11,17,50,27.58
16,11,17,50,27.17
17,11,17,50,27.17
18,11,17,50,26.86
19,11,17,50,26.86
20,11,17,50,26.75
21,11,17,51,26.75
22,11,17,51,26.87
23,11,17,51,27.73
24,11,17,51,27.63
25,11,17,51,27.63
26,11,17,51,27.17
27,11,17,51,27.68
28,11,17,51,27.68
29,11,17,51,26.72
30,11,17,52,27.58
31,11,17,52,27.17
32,11,17,52,27.68
33,11,17,52,27.27
34,11,17,52,27.17
35,11,17,52,26.75
36,11,17,52,26.86
37,11,17,52,26.86
38,11,17,52,27.99
39,11,17,53,28.81
40,11,17,53,29.22
41,11,17,53,32.69
42,11,17,53,30.99
43,11,17,53,29.72
44,11,17,53,30.24
45,11,17,53,82.78
46,11,17,53,84.07
47,11,17,53,35.04
48,11,17,54,28.74
49,11,17,54,28.28
50,11,17,54,79.04
51,11,17,54,78.60
52,11,17,54,91.98
53,11,17,54,78.62
54,11,17,54,75.27
55,11,17,54,77.00
56,11,17,54,29.93
57,11,17,55,29.52
58,11,17,55,28.49
59,11,17,55,28.86
60,11,17,55,36.84
61,11,17,55,31.61
62,11,17,55,30.05
63,11,17,55,30.80
64,11,17,55,29.82
65,11,17,55,31.62
66,11,17,56,30.24
67,11,17,56,29.55
68,11,17,56,28.95
69,11,17,56,29.74
70,11,17,56,29.46
71,11,17,56,28.45
72,11,17,56,1.44
73,11,17,56,28.40
74,11,17,56,28.74
75,11,17,57,27.83
76,11,17,57,29.41
77,11,17,57,30.17
78,11,17,57,28.86
79,11,17,57,28.91
80,11,17,57,61.89
81,11,17,57,62.31
82,11,17,57,30.18
83,11,17,57,29.82
84,11,17,58,29.43
85,11,17,58,30.29
86,11,17,58,29.88
87,11,17,58,31.98
88,11,17,58,30.72
89,11,17,58,31.13
90,11,17,58,28.14
91,11,17,58,34.64
92,11,17,58,28.55
93,11,17,59,28.14
94,11,17,59,29.05
95,11,17,59,29.10
96,11,17,59,28.16
97,11,17,59,28.97
98,11,17,59,28.45
99,11,17,59,28.04
100,11,17,59,28.14
