Data Number,Hour,Minute,Seconds,Data Value
1,2,45,2,2
2,2,45,2,7.10
3,2,45,2,7.10
4,2,45,2,7.10
5,2,45,2,7.22
6,2,45,2,7.20
7,2,45,2,7.22
8,2,45,2,7.22
9,2,45,2,7.10
10,2,45,2,7.12
11,2,45,2,7.22
12,2,45,2,7.22
13,2,45,2,7.63
14,2,45,2,7.20
15,2,45,2,7.10
16,2,45,2,7.12
17,2,45,2,7.10
18,2,45,2,7.20
19,2,45,2,7.20
20,2,45,2,7.20
21,2,45,2,7.10
22,2,45,2,7.10
23,2,45,2,7.12
24,2,45,2,7.20
25,2,45,2,7.20
26,2,45,2,7.22
27,2,45,2,7.20
28,2,45,2,7.12
29,2,45,2,7.10
30,2,45,2,7.10
31,2,45,2,7.22
32,2,45,2,7.61
33,2,45,2,7.22
34,2,45,2,7.10
35,2,45,3,7.10
36,2,45,3,7.12
37,2,45,3,7.63
38,2,45,3,7.22
39,2,45,3,7.20
40,2,45,3,7.10
41,2,45,3,7.10
42,2,45,3,7.12
43,2,45,3,7.22
44,2,45,3,7.20
45,2,45,3,7.22
46,2,45,3,7.22
47,2,45,3,7.12
48,2,45,3,7.12
49,2,45,3,7.63
50,2,45,3,7.22
51,2,45,3,7.22
52,2,45,3,7.20
53,2,45,3,7.53
54,2,45,3,7.12
55,2,45,3,7.20
56,2,45,3,7.20
57,2,45,3,7.61
58,2,45,3,7.22
59,2,45,3,7.12
60,2,45,3,7.10
61,2,45,3,7.22
62,2,45,3,7.20
63,2,45,3,7.20
64,2,45,3,7.22
65,2,45,3,7.12
66,2,45,3,7.12
67,2,45,3,7.20
68,2,45,3,7.22
69,2,45,3,7.22
70,2,45,3,7.20
71,2,45,3,7.10
72,2,45,3,7.10
73,2,45,3,7.10
74,2,45,3,7.20
75,2,45,3,7.20
76,2,45,3,7.22
77,2,45,3,7.20
78,2,45,3,7.10
79,2,45,3,7.12
80,2,45,3,7.22
81,2,45,3,7.22
82,2,45,3,7.20
83,2,45,3,7.20
84,2,45,3,7.10
85,2,45,3,7.10
86,2,45,3,7.10
87,2,45,3,7.20
88,2,45,3,7.22
89,2,45,3,7.20
90,2,45,3,7.20
91,2,45,3,7.12
92,2,45,3,7.10
93,2,45,3,7.22
94,2,45,3,7.20
95,2,45,3,7.20
96,2,45,3,7.22
97,2,45,3,7.10
98,2,45,3,7.10
99,2,45,4,7.10
100,2,45,4,7.20
101,2,45,4,7.22
102,2,45,4,7.22
103,2,45,4,7.10
104,2,45,4,7.10
105,2,45,4,7.10
106,2,45,4,7.20
107,2,45,4,7.20
108,2,45,4,7.22
109,2,45,4,7.20
110,2,45,4,7.10
111,2,45,4,7.10
112,2,45,4,7.10
113,2,45,4,7.20
114,2,45,4,7.20
115,2,45,4,7.20
116,2,45,4,7.20
117,2,45,4,7.10
118,2,45,4,7.12
119,2,45,4,7.22
120,2,45,4,7.20
121,2,45,4,7.22
122,2,45,4,7.22
123,2,45,4,7.10
124,2,45,4,7.10
125,2,45,4,7.10
126,2,45,4,7.20
127,2,45,4,7.22
128,2,45,4,7.20
129,2,45,4,7.12
130,2,45,4,7.12
131,2,45,4,7.10
132,2,45,4,7.20
133,2,45,4,7.22
134,2,45,4,7.22
135,2,45,4,7.20
136,2,45,4,7.12
137,2,45,4,7.12
138,2,45,4,7.20
139,2,45,4,7.22
140,2,45,4,7.20
141,2,45,4,7.20
142,2,45,4,7.12
143,2,45,4,7.10
144,2,45,4,7.12
145,2,45,4,7.20
146,2,45,4,7.20
147,2,45,4,7.20
148,2,45,4,7.12
149,2,45,4,7.12
150,2,45,4,7.10
151,2,45,4,7.20
152,2,45,4,7.20
153,2,45,4,7.22
154,2,45,4,7.20
155,2,45,4,7.12
156,2,45,4,7.12
157,2,45,4,7.20
158,2,45,4,7.20
159,2,45,4,7.20
160,2,45,4,7.20
161,2,45,4,7.10
162,2,45,4,7.10
163,2,45,5,7.10
164,2,45,5,7.22
165,2,45,5,7.20
166,2,45,5,7.20
167,2,45,5,7.22
168,2,45,5,7.10
169,2,45,5,7.10
170,2,45,5,7.20
171,2,45,5,7.22
172,2,45,5,7.20
173,2,45,5,7.22
174,2,45,5,7.12
175,2,45,5,7.12
176,2,45,5,7.10
177,2,45,5,7.20
178,2,45,5,7.20
179,2,45,5,7.20
180,2,45,5,7.20
181,2,45,5,7.12
182,2,45,5,7.10
183,2,45,5,7.20
184,2,45,5,7.22
185,2,45,5,7.20
186,2,45,5,7.22
187,2,45,5,7.10
188,2,45,5,7.10
189,2,45,5,7.10
190,2,45,5,7.20
191,2,45,5,7.20
192,2,45,5,7.22
193,2,45,5,7.12
194,2,45,5,7.10
195,2,45,5,7.10
196,2,45,5,7.20
197,2,45,5,7.20
198,2,45,5,7.22
199,2,45,5,7.20
200,2,45,5,7.12
201,2,45,5,7.10
202,2,45,5,7.22
203,2,45,5,7.22
204,2,45,5,7.20
205,2,45,5,7.20
206,2,45,5,7.12
207,2,45,5,7.10
208,2,45,5,7.10
209,2,45,5,7.22
210,2,45,5,7.20
211,2,45,5,7.20
212,2,45,5,7.20
213,2,45,5,7.10
214,2,45,5,7.10
215,2,45,5,7.20
216,2,45,5,7.20
217,2,45,5,7.20
218,2,45,5,7.20
219,2,45,5,7.10
220,2,45,5,7.10
221,2,45,5,7.12
222,2,45,5,7.22
223,2,45,5,7.22
224,2,45,5,7.20
225,2,45,5,7.20
226,2,45,6,7.10
227,2,45,6,7.10
228,2,45,6,7.20
229,2,45,6,7.20
230,2,45,6,7.22
231,2,45,6,7.20
232,2,45,6,7.10
233,2,45,6,7.10
234,2,45,6,7.10
235,2,45,6,7.20
236,2,45,6,7.20
237,2,45,6,7.20
238,2,45,6,7.22
239,2,45,6,7.10
240,2,45,6,7.12
241,2,45,6,7.20
242,2,45,6,7.22
243,2,45,6,7.20
244,2,45,6,7.20
245,2,45,6,7.10
246,2,45,6,7.10
247,2,45,6,7.12
248,2,45,6,7.61
249,2,45,6,7.22
250,2,45,6,7.20
251,2,45,6,7.12
252,2,45,6,7.10
253,2,45,6,7.12
254,2,45,6,7.20
255,2,45,6,7.22
256,2,45,6,7.20
257,2,45,6,7.20
258,2,45,6,7.12
259,2,45,6,7.53
260,2,45,6,7.20
261,2,45,6,7.22
262,2,45,6,7.20
263,2,45,6,7.22
264,2,45,6,7.12
265,2,45,6,7.51
266,2,45,6,7.20
267,2,45,6,7.63
268,2,45,6,7.22
269,2,45,6,7.20
270,2,45,6,7.12
271,2,45,6,7.53
272,2,45,6,7.20
273,2,45,6,7.22
274,2,45,6,7.22
275,2,45,6,7.22
276,2,45,6,7.10
277,2,45,6,7.12
278,2,45,6,7.20
279,2,45,6,7.22
280,2,45,6,7.22
281,2,45,6,7.20
282,2,45,6,7.10
283,2,45,6,7.12
284,2,45,6,7.10
285,2,45,6,7.22
286,2,45,6,7.22
287,2,45,6,7.22
288,2,45,6,7.10
289,2,45,6,7.12
290,2,45,6,7.10
291,2,45,6,7.20
292,2,45,6,7.20
293,2,45,7,7.22
