Data Number,Hour,Minute,Seconds,Data Value
1,11,39,25,7.01
2,11,39,25,8.40
3,11,39,25,8.30
4,11,39,25,8.40
5,11,39,25,8.30
6,11,39,25,8.40
7,11,39,26,8.40
8,11,39,26,8.30
9,11,39,26,8.40
10,11,39,26,8.30
11,11,39,26,8.40
12,11,39,26,8.30
13,11,39,26,8.40
14,11,39,26,8.40
15,11,39,26,8.30
16,11,39,27,8.40
17,11,39,27,8.28
18,11,39,27,8.40
19,11,39,27,11.28
20,11,39,27,10.00
21,11,39,27,8.30
22,11,39,27,8.40
23,11,39,27,10.87
24,11,39,27,8.30
25,11,39,27,9.59
26,11,39,28,8.37
27,11,39,28,8.40
28,11,39,28,9.59
29,11,39,28,9.69
30,11,39,28,10.00
31,11,39,28,10.87
32,11,39,28,11.27
33,11,39,28,10.86
34,11,39,28,9.69
35,11,39,29,11.37
36,11,39,29,8.30
37,11,39,29,8.87
38,11,39,29,5.90
39,11,39,29,10.39
40,11,39,29,5.44
41,11,39,29,17.68
42,11,39,29,34.35
43,11,39,29,5.44
44,11,39,30,8.87
45,11,39,30,7.68
46,11,39,30,10.50
47,11,39,30,9.74
48,11,39,30,11.88
49,11,39,30,11.52
50,11,39,30,2305.44
51,11,39,30,52.29
52,11,39,31,51.26
53,11,39,31,51.93
54,11,39,31,52.46
55,11,39,31,52.44
56,11,39,31,52.65
57,11,39,31,53.47
58,11,39,31,54.23
59,11,39,31,55.46
60,11,39,31,60.04
61,11,39,32,58.84
62,11,39,32,59.22
63,11,39,32,55.12
64,11,39,32,53.30
65,11,39,32,52.86
66,11,39,32,8.09
67,11,39,32,53.25
68,11,39,32,54.14
69,11,39,32,55.87
70,11,39,33,9.72
71,11,39,33,57.25
72,11,39,33,54.79
73,11,39,33,54.28
74,11,39,33,10.44
75,11,39,33,13.05
76,11,39,33,8.45
77,11,39,33,13.07
78,11,39,33,6.36
79,11,39,34,10.50
80,11,39,34,8.61
81,11,39,34,7.68
82,11,39,34,6.77
83,11,39,34,8.40
84,11,39,34,6.65
85,11,39,34,9.74
86,11,39,34,5.95
87,11,39,34,8.15
88,11,39,35,6.47
89,11,39,35,9.90
90,11,39,35,9.54
91,11,39,35,9.84
92,11,39,35,11.88
93,11,39,35,8.76
94,11,39,35,10.00
95,11,39,35,7.53
96,11,39,35,10.39
97,11,39,36,7.79
98,11,39,36,6.05
99,11,39,36,5.54
100,11,39,36,6.45
101,11,39,36,6.76
102,11,39,36,7.19
103,11,39,36,7.84
104,11,39,36,8.87
105,11,39,36,10.75
106,11,39,36,7.27
107,11,39,37,6.91
108,11,39,37,6.00
109,11,39,37,6.55
110,11,39,37,11.27
111,11,39,37,7.22
112,11,39,37,6.50
113,11,39,37,9.07
114,11,39,37,10.34
115,11,39,37,10.46
116,11,39,38,6.86
117,11,39,38,5.75
118,11,39,38,8.61
119,11,39,38,9.69
120,11,39,38,9.62
