Data Number,Hour,Minute,Seconds,Data Value
1,1,40,5,.19
2,1,40,5,75.49
3,1,40,5,29.72
4,1,40,5,76.03
5,1,40,5,76.49
6,1,40,5,75.51
7,1,40,5,49.13
8,1,40,5,76.06
9,1,40,5,76.49
10,1,40,5,75.20
11,1,40,5,18.02
12,1,40,5,75.51
13,1,40,5,74.79
14,1,40,5,49.31
15,1,40,5,75.10
16,1,40,5,75.61
17,1,40,5,44.97
18,1,40,5,75.55
19,1,40,5,77.66
20,1,40,5,75.94
21,1,40,5,75.53
22,1,40,5,74.79
23,1,40,5,75.96
24,1,40,5,8.95
25,1,40,6,75.20
26,1,40,6,75.63
27,1,40,6,76.47
28,1,40,6,37.40
29,1,40,6,1884.54
30,1,40,6,75.96
31,1,40,6,75.51
32,1,40,6,39.03
33,1,40,6,76.80
34,1,40,6,74.79
35,1,40,6,74.79
36,1,40,6,27.41
37,1,40,6,76.47
38,1,40,6,75.20
39,1,40,6,75.94
40,1,40,6,76.47
41,1,40,6,75.19
42,1,40,6,5.45
43,1,40,6,76.47
44,1,40,6,74.77
45,1,40,6,5.45
46,1,40,6,75.51
47,1,40,6,74.77
48,1,40,6,25.33
49,1,40,6,75.22
50,1,40,6,76.04
51,1,40,6,75.96
52,1,40,6,10.86
53,1,40,6,57.61
54,1,40,6,74.38
55,1,40,6,75.63
56,1,40,6,75.53
57,1,40,6,74.26
58,1,40,6,74.28
59,1,40,6,76.47
60,1,40,6,10.86
61,1,40,7,28.45
62,1,40,7,74.35
63,1,40,7,14.01
64,1,40,7,76.04
65,1,40,7,15.88
66,1,40,7,73.92
67,1,40,7,75.61
68,1,40,7,76.47
69,1,40,7,74.79
70,1,40,7,75.20
71,1,40,7,74.77
72,1,40,7,75.94
73,1,40,7,5.45
74,1,40,7,73.95
75,1,40,7,74.77
76,1,40,7,74.35
77,1,40,7,7.39
78,1,40,7,74.38
79,1,40,7,75.53
80,1,40,7,76.42
81,1,40,7,75.51
82,1,40,7,75.10
83,1,40,7,76.04
84,1,40,7,16.21
85,1,40,7,76.06
86,1,40,7,30.20
87,1,40,7,74.81
88,1,40,7,10.86
89,1,40,7,76.06
90,1,40,7,23.08
91,1,40,7,76.49
92,1,40,7,60.87
93,1,40,7,75.55
94,1,40,7,30.32
95,1,40,7,74.71
96,1,40,7,74.79
97,1,40,7,76.47
98,1,40,7,74.81
99,1,40,7,22.00
100,1,40,7,76.06
101,1,40,7,75.94
102,1,40,8,187.52
103,1,40,8,76.92
104,1,40,8,76.45
105,1,40,8,75.53
106,1,40,8,75.61
107,1,40,8,76.04
108,1,40,8,74.36
109,1,40,8,5.45
110,1,40,8,35.76
111,1,40,8,76.39
112,1,40,8,74.28
113,1,40,8,31.93
114,1,40,8,74.77
115,1,40,8,8.78
116,1,40,8,74.38
117,1,40,8,49.48
118,1,40,8,74.36
119,1,40,8,76.04
120,1,40,8,12.55
121,1,40,8,73.93
122,1,40,8,75.61
123,1,40,8,75.53
124,1,40,8,75.61
125,1,40,8,75.20
126,1,40,8,75.22
127,1,40,8,75.10
128,1,40,8,7.15
129,1,40,8,8.88
130,1,40,8,75.22
131,1,40,8,74.38
132,1,40,8,5.45
133,1,40,8,76.06
134,1,40,8,74.67
135,1,40,8,75.08
136,1,40,8,76.03
137,1,40,8,73.81
138,1,40,8,8.88
139,1,40,8,74.77
140,1,40,8,74.29
141,1,40,9,64.72
142,1,40,9,74.36
143,1,40,9,75.94
144,1,40,9,74.47
145,1,40,9,73.93
146,1,40,9,9.52
147,1,40,9,76.06
148,1,40,9,49.13
149,1,40,9,75.94
150,1,40,9,63.64
151,1,40,9,74.28
152,1,40,9,75.53
153,1,40,9,74.38
154,1,40,9,74.77
155,1,40,9,74.77
156,1,40,9,55.53
157,1,40,9,9.62
158,1,40,9,43.17
159,1,40,9,76.04
160,1,40,9,32.65
161,1,40,9,74.79
162,1,40,9,75.19
163,1,40,9,75.20
164,1,40,9,26.82
165,1,40,9,74.77
166,1,40,9,74.79
167,1,40,9,75.63
168,1,40,9,5.45
169,1,40,9,49.08
170,1,40,9,74.38
171,1,40,9,8.76
172,1,40,9,75.94
173,1,40,9,74.77
174,1,40,9,5.45
175,1,40,9,75.63
176,1,40,9,8.78
177,1,40,9,75.53
178,1,40,9,75.08
179,1,40,9,75.20
180,1,40,9,74.77
181,1,40,9,56.23
182,1,40,10,5.45
183,1,40,10,73.83
184,1,40,10,46.58
185,1,40,10,73.93
186,1,40,10,12.43
187,1,40,10,75.10
188,1,40,10,8.88
189,1,40,10,75.61
190,1,40,10,74.36
191,1,40,10,75.08
192,1,40,10,7.70
193,1,40,10,46.58
194,1,40,10,75.94
195,1,40,10,74.67
196,1,40,10,58.40
197,1,40,10,76.06
198,1,40,10,75.63
199,1,40,10,74.77
200,1,40,10,53.10
201,1,40,10,75.94
202,1,40,10,75.60
203,1,40,10,75.20
204,1,40,10,75.63
205,1,40,10,5.45
206,1,40,10,75.61
207,1,40,10,75.61
208,1,40,10,75.61
209,1,40,10,18.78
210,1,40,10,13.33
211,1,40,10,74.36
212,1,40,10,14.89
213,1,40,10,75.92
214,1,40,10,75.61
215,1,40,10,75.20
216,1,40,10,76.45
217,1,40,10,44.13
218,1,40,10,46.15
219,1,40,10,74.77
220,1,40,11,76.04
221,1,40,11,76.04
222,1,40,11,14.42
223,1,40,11,76.37
224,1,40,11,74.38
225,1,40,11,75.94
226,1,40,11,74.26
227,1,40,11,15.69
228,1,40,11,8.88
229,1,40,11,74.77
230,1,40,11,74.36
231,1,40,11,75.94
232,1,40,11,9.04
233,1,40,11,76.04
234,1,40,11,76.45
235,1,40,11,48.04
236,1,40,11,76.37
237,1,40,11,76.37
238,1,40,11,75.94
239,1,40,11,10.86
240,1,40,11,76.47
241,1,40,11,75.12
242,1,40,11,75.51
243,1,40,11,76.47
244,1,40,11,47.93
245,1,40,11,75.63
246,1,40,11,81.05
247,1,40,11,16.02
248,1,40,11,76.04
249,1,40,11,75.51
250,1,40,11,75.63
251,1,40,11,10.86
252,1,40,11,64.21
253,1,40,11,75.61
254,1,40,11,74.36
255,1,40,11,74.77
256,1,40,11,15.06
257,1,40,11,17.34
258,1,40,11,75.20
259,1,40,12,75.24
260,1,40,12,75.08
261,1,40,12,75.51
262,1,40,12,75.20
263,1,40,12,75.19
264,1,40,12,10.75
265,1,40,12,5.45
266,1,40,12,74.67
267,1,40,12,75.61
268,1,40,12,11.75
269,1,40,12,76.88
270,1,40,12,73.52
271,1,40,12,8.78
272,1,40,12,75.49
273,1,40,12,75.10
274,1,40,12,75.20
275,1,40,12,75.19
276,1,40,12,76.04
277,1,40,12,6.77
278,1,40,12,75.20
279,1,40,12,74.77
280,1,40,12,8.18
281,1,40,12,75.22
282,1,40,12,40.30
283,1,40,12,75.22
284,1,40,12,75.63
285,1,40,12,75.10
286,1,40,12,74.67
287,1,40,12,73.92
288,1,40,12,16.67
289,1,40,12,75.20
290,1,40,12,75.20
291,1,40,12,74.67
292,1,40,12,50.37
293,1,40,12,76.04
294,1,40,12,8.88
295,1,40,12,75.20
296,1,40,12,74.77
297,1,40,12,74.36
298,1,40,12,76.04
299,1,40,13,35.05
300,1,40,13,74.77
301,1,40,13,66.63
302,1,40,13,75.63
303,1,40,13,75.61
304,1,40,13,75.61
305,1,40,13,74.79
306,1,40,13,75.10
307,1,40,13,76.37
308,1,40,13,13.86
309,1,40,13,75.94
310,1,40,13,75.10
311,1,40,13,75.61
312,1,40,13,30.92
313,1,40,13,74.79
314,1,40,13,75.20
315,1,40,13,74.79
316,1,40,13,74.35
317,1,40,13,8.78
318,1,40,13,76.78
319,1,40,13,33.22
320,1,40,13,76.04
321,1,40,13,75.22
322,1,40,13,8.88
323,1,40,13,75.63
324,1,40,13,74.26
325,1,40,13,46.97
326,1,40,13,74.36
327,1,40,13,0.00
328,1,40,14,75.55
329,1,40,14,75.63
330,1,40,14,75.63
331,1,40,14,76.47
332,1,40,14,51.11
333,1,40,14,12.93
334,1,40,14,75.63
335,1,40,14,74.79
336,1,40,14,75.94
337,1,40,14,75.63
338,1,40,14,73.95
339,1,40,14,25.43
340,1,40,14,75.67
341,1,40,14,76.06
342,1,40,14,74.38
343,1,40,14,74.79
344,1,40,14,8.88
345,1,40,14,8.78
346,1,40,14,74.79
347,1,40,14,37.18
348,1,40,14,71.67
349,1,40,14,76.08
350,1,40,15,74.81
351,1,40,15,75.67
352,1,40,15,76.06
353,1,40,15,75.96
354,1,40,15,74.71
355,1,40,15,74.81
356,1,40,15,76.47
357,1,40,15,50.99
358,1,40,15,8.88
359,1,40,15,14.32
360,1,40,15,76.80
361,1,40,15,74.81
362,1,40,15,8.99
363,1,40,15,76.06
364,1,40,15,74.69
365,1,40,15,75.56
366,1,40,15,75.63
367,1,40,15,76.47
368,1,40,15,22.00
369,1,40,15,75.20
370,1,40,15,8.87
371,1,40,15,46.20
372,1,40,15,75.22
373,1,40,15,12.55
374,1,40,15,74.71
375,1,40,15,74.79
376,1,40,15,76.37
377,1,40,15,76.06
378,1,40,15,74.79
379,1,40,15,75.22
380,1,40,15,76.47
381,1,40,15,75.53
382,1,40,15,5.35
383,1,40,15,8.88
384,1,40,15,75.63
385,1,40,15,76.39
386,1,40,15,75.12
387,1,40,15,76.90
388,1,40,15,62.89
389,1,40,15,75.63
390,1,40,15,76.47
391,1,40,15,11.06
392,1,40,15,12.45
393,1,40,16,76.47
394,1,40,16,76.04
395,1,40,16,39.29
396,1,40,16,18.78
397,1,40,16,76.47
398,1,40,16,76.04
399,1,40,16,75.63
400,1,40,16,76.47
401,1,40,16,5.45
402,1,40,16,65.80
403,1,40,16,76.04
404,1,40,16,75.20
405,1,40,16,7.15
406,1,40,16,15.40
407,1,40,16,75.94
408,1,40,16,66.10
409,1,40,16,75.19
410,1,40,16,5.45
411,1,40,16,75.61
412,1,40,16,75.20
413,1,40,16,73.93
414,1,40,16,43.01
415,1,40,16,76.44
416,1,40,16,74.77
417,1,40,16,51.24
418,1,40,16,76.47
419,1,40,16,75.10
420,1,40,16,75.94
421,1,40,16,75.61
422,1,40,16,50.68
423,1,40,16,75.61
424,1,40,16,76.04
425,1,40,16,75.19
426,1,40,16,8.76
427,1,40,16,5.45
428,1,40,16,75.63
429,1,40,16,75.22
430,1,40,16,75.10
431,1,40,16,16.26
432,1,40,17,76.49
433,1,40,17,75.53
434,1,40,17,46.53
435,1,40,17,76.06
436,1,40,17,76.47
437,1,40,17,74.79
438,1,40,17,76.80
439,1,40,17,75.53
440,1,40,17,9.33
441,1,40,17,10.86
442,1,40,17,62.77
443,1,40,17,74.79
444,1,40,17,7.19
445,1,40,17,75.65
446,1,40,17,75.92
447,1,40,17,75.61
448,1,40,17,76.04
449,1,40,17,75.20
450,1,40,17,76.49
451,1,40,17,75.51
452,1,40,17,76.06
453,1,40,17,75.61
454,1,40,17,76.04
455,1,40,17,76.49
456,1,40,17,75.51
457,1,40,17,10.75
458,1,40,17,76.47
459,1,40,17,74.79
460,1,40,17,75.20
461,1,40,17,77.23
462,1,40,17,17.20
463,1,40,17,76.47
464,1,40,17,74.79
465,1,40,17,12.55
466,1,40,17,75.20
467,1,40,17,76.47
468,1,40,17,74.36
469,1,40,18,9.93
470,1,40,18,75.51
471,1,40,18,76.04
472,1,40,18,76.47
473,1,40,18,5.45
474,1,40,18,77.64
475,1,40,18,75.53
476,1,40,18,75.75
477,1,40,18,75.08
478,1,40,18,8.76
479,1,40,18,75.20
480,1,40,18,76.04
481,1,40,18,76.04
482,1,40,18,49.75
483,1,40,18,76.45
484,1,40,18,5.45
485,1,40,18,58.88
486,1,40,18,69.49
487,1,40,18,75.20
488,1,40,18,75.63
489,1,40,18,75.65
490,1,40,18,56.73
491,1,40,18,33.65
492,1,40,18,75.61
493,1,40,18,76.04
494,1,40,18,75.51
495,1,40,18,75.94
496,1,40,18,75.19
497,1,40,18,75.61
498,1,40,18,17.05
499,1,40,18,5.45
500,1,40,18,75.53
501,1,40,18,75.20
502,1,40,18,75.61
503,1,40,18,75.53
504,1,40,18,74.79
505,1,40,18,74.26
506,1,40,18,76.04
507,1,40,18,76.04
508,1,40,18,8.88
509,1,40,18,74.33
510,1,40,19,74.36
511,1,40,19,5.45
512,1,40,19,75.53
513,1,40,19,8.88
514,1,40,19,75.63
515,1,40,19,75.17
516,1,40,19,8.88
517,1,40,19,55.02
518,1,40,19,76.04
519,1,40,19,75.61
520,1,40,19,25.33
521,1,40,19,76.04
522,1,40,19,76.35
523,1,40,19,75.94
524,1,40,19,76.37
525,1,40,19,74.69
526,1,40,19,75.10
527,1,40,19,75.51
528,1,40,19,74.35
529,1,40,19,14.54
530,1,40,19,76.04
531,1,40,19,75.20
532,1,40,19,75.61
533,1,40,19,74.77
534,1,40,19,0.00
535,1,40,20,74.76
536,1,40,20,75.51
537,1,40,20,75.19
538,1,40,20,76.47
539,1,40,20,74.35
540,1,40,20,11.78
541,1,40,20,72.13
542,1,40,20,76.45
543,1,40,20,75.61
544,1,40,20,8.87
545,1,40,20,76.44
546,1,40,20,76.04
547,1,40,20,76.04
548,1,40,20,48.62
549,1,40,20,75.19
550,1,40,20,75.19
551,1,40,20,75.60
552,1,40,20,22.00
553,1,40,20,75.61
554,1,40,20,75.94
555,1,40,20,15.23
556,1,40,20,75.19
557,1,40,20,36.00
558,1,40,20,75.10
559,1,40,20,75.20
560,1,40,21,27.41
561,1,40,21,75.92
562,1,40,21,75.08
563,1,40,21,75.61
564,1,40,21,8.88
565,1,40,21,75.20
566,1,40,21,66.82
567,1,40,21,66.78
568,1,40,21,75.51
569,1,40,21,76.37
570,1,40,21,75.20
571,1,40,21,75.10
572,1,40,21,74.67
573,1,40,21,75.94
574,1,40,21,75.94
575,1,40,21,75.19
576,1,40,21,7.15
577,1,40,21,76.04
578,1,40,21,75.94
579,1,40,21,76.04
580,1,40,21,13.27
581,1,40,21,76.90
582,1,40,21,14.32
583,1,40,21,73.88
584,1,40,21,74.81
585,1,40,21,75.10
586,1,40,21,76.88
587,1,40,21,76.47
588,1,40,21,8.78
589,1,40,21,8.88
590,1,40,21,61.59
591,1,40,21,75.53
592,1,40,21,38.42
593,1,40,21,80.19
594,1,40,21,75.94
595,1,40,21,76.37
596,1,40,21,76.37
597,1,40,21,76.04
598,1,40,21,75.61
599,1,40,21,11.37
600,1,40,21,76.80
601,1,40,22,74.77
602,1,40,22,75.61
603,1,40,22,75.08
604,1,40,22,75.10
605,1,40,22,5.45
606,1,40,22,74.79
607,1,40,22,8.76
608,1,40,22,79.76
609,1,40,22,75.10
610,1,40,22,76.47
611,1,40,22,8.78
612,1,40,22,75.19
613,1,40,22,14.23
614,1,40,22,75.20
615,1,40,22,0.00
616,1,40,23,75.12
617,1,40,23,5.45
618,1,40,23,78.19
619,1,40,23,75.61
620,1,40,23,77.74
621,1,40,23,76.37
622,1,40,23,75.94
623,1,40,23,75.20
624,1,40,23,12.55
625,1,40,23,76.04
626,1,40,23,75.63
627,1,40,23,75.63
628,1,40,23,5.45
629,1,40,23,75.51
630,1,40,23,75.94
631,1,40,23,76.04
632,1,40,23,76.47
633,1,40,23,12.38
634,1,40,23,13.75
635,1,40,23,74.69
636,1,40,23,75.55
637,1,40,23,61.23
638,1,40,23,76.49
639,1,40,23,75.94
640,1,40,23,8.56
641,1,40,23,78.05
642,1,40,23,75.61
643,1,40,23,75.22
644,1,40,23,7.05
645,1,40,23,74.79
646,1,40,23,8.88
647,1,40,23,75.51
648,1,40,23,74.79
649,1,40,23,17.80
650,1,40,23,76.06
651,1,40,23,75.51
652,1,40,24,75.61
653,1,40,24,76.47
654,1,40,24,75.61
655,1,40,24,75.53
656,1,40,24,58.93
657,1,40,24,33.27
658,1,40,24,7.15
659,1,40,24,74.77
660,1,40,24,76.04
661,1,40,24,0.00
662,1,40,24,75.63
663,1,40,24,74.36
664,1,40,24,75.63
665,1,40,25,71.14
666,1,40,25,75.96
667,1,40,25,75.63
668,1,40,25,5.45
669,1,40,25,75.63
670,1,40,25,0.00
671,1,40,25,76.37
672,1,40,25,56.66
673,1,40,25,75.51
674,1,40,25,75.63
675,1,40,25,5.45
676,1,40,25,75.63
677,1,40,26,75.10
678,1,40,26,75.61
679,1,40,26,75.51
680,1,40,26,40.54
681,1,40,26,75.94
682,1,40,26,74.26
683,1,40,26,74.77
684,1,40,26,48.95
685,1,40,26,67.28
686,1,40,26,75.20
687,1,40,26,75.20
688,1,40,26,75.96
689,1,40,26,74.79
690,1,40,26,5.45
691,1,40,26,76.39
692,1,40,26,74.36
693,1,40,26,5.45
694,1,40,26,75.10
695,1,40,26,75.12
696,1,40,26,12.55
697,1,40,26,74.77
698,1,40,26,75.22
699,1,40,26,76.04
700,1,40,26,76.37
701,1,40,26,8.88
702,1,40,26,76.08
703,1,40,26,70.68
704,1,40,26,77.66
705,1,40,26,76.37
706,1,40,26,75.63
707,1,40,26,75.22
708,1,40,26,16.09
709,1,40,26,75.63
710,1,40,26,19.26
711,1,40,26,75.65
